0:Vehiculo: matricula=11811710610110083:	marca=Peugeot:	modelo=508:	color=Rojo:	tarifa=1000.0:	disponible=true Puertas: 5 Marcha automática: true
0:Vehiculo: matricula=10311610311411983:	marca=Peugeot:	modelo=508:	color=Rojo:	tarifa=1000.0:	disponible=true Puertas: 5 Marcha automática: true
0:Vehiculo: matricula=12111312211711347:	marca=Peugeot:	modelo=508:	color=Rojo:	tarifa=1000.0:	disponible=true Puertas: 5 Marcha automática: true
0:Vehiculo: matricula=1191001161039709:	marca=Peugeot:	modelo=508:	color=Rojo:	tarifa=1000.0:	disponible=true Puertas: 5 Marcha automática: true
0:Vehiculo: matricula=11212111812211093:	marca=Peugeot:	modelo=508:	color=Rojo:	tarifa=1000.0:	disponible=true Puertas: 5 Marcha automática: true
0:Vehiculo: matricula=1069712011110867:	marca=Peugeot:	modelo=508:	color=Rojo:	tarifa=1000.0:	disponible=true Puertas: 5 Marcha automática: true
0:Vehiculo: matricula=1141111081059700:	marca=Peugeot:	modelo=508:	color=Rojo:	tarifa=1000.0:	disponible=true Puertas: 5 Marcha automática: true
0:Vehiculo: matricula=12111311511210500:	marca=Peugeot:	modelo=508:	color=Rojo:	tarifa=1000.0:	disponible=true Puertas: 5 Marcha automática: true
0:Vehiculo: matricula=991069810611480:	marca=Peugeot:	modelo=508:	color=Rojo:	tarifa=1000.0:	disponible=true Puertas: 5 Marcha automática: true
0:Vehiculo: matricula=12010811311211368:	marca=Peugeot:	modelo=508:	color=Rojo:	tarifa=1000.0:	disponible=true Puertas: 5 Marcha automática: true
0:Vehiculo: matricula=991159710810068:	marca=Peugeot:	modelo=508:	color=Rojo:	tarifa=1000.0:	disponible=true Puertas: 5 Marcha automática: true
1:Vehiculo: matricula=1131009711611935:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=11311211311611762:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=10910410811910907:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=1031039711210188:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=11110712212210910:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=10411611410910963:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=9711011310211838:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=11710410011711060:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=10511411910212062:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=1121211201129857:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=11712110911110923:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=981031129711160:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=11710611510210046:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=10810412011611526:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=11311110210511946:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=10511211511010193:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=9711410012210323:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=11811610711611571:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=11310112211210971:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=12212011311611614:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=10411011811210389:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=10811211511112239:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=1121229912212163:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=11210210310911657:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=1221029810211360:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=11010111510011522:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=1169711411011045:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=12210610512212034:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=1201081081199838:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
1:Vehiculo: matricula=1141169910910984:	marca=Seat:	modelo=Leon:	color=Azul:	tarifa=2000.0:	disponible=true Cilindrada (cm3):2000
2:Vehiculo: matricula=10311612012110999:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=10612010211410208:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=11210811911010311:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=1051089910910175:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=12010611710812280:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=12111010310712296:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=9911511910610598:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=11211511112211471:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=11611510210411142:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=1031099710410619:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=10811312211410305:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=11912010012211442:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=1131121139911557:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=9810311211410927:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=12011012211011172:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=12010510312111498:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=10811111010010501:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=1199910011610118:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=1041019711512274:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=12010211011010140:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=10411311811011311:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=10912210110710747:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=1061071209912260:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=11510311811711228:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=11612012011710168:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=11211011011910130:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=10297979710533:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=10712010811311443:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=10510611111711076:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
2:Vehiculo: matricula=1051061089811328:	marca=Citroen:	modelo=C15:	color=Blanco:	tarifa=3000.0:	disponible=true Carga (kg): 5 Volumen (m3): 444
